Date,USD Futures-Volume,USD Futures-Prev. Day Open Interest,USD Futures-Open
2002-02-01,1034.0,10172.0,120.55
2002-02-04,839.0,10065.0,120.03
2002-02-05,2163.0,9334.0,119.1
2002-02-06,782.0,9406.0,119.76
2002-02-07,674.0,9429.0,119.88
2002-02-08,1638.0,8755.0,119.12
2002-02-11,953.0,8403.0,119.3
2002-02-12,2521.0,7610.0,118.58
2002-02-13,376.0,7526.0,118.58
2002-02-14,390.0,7477.0,118.9
2002-02-15,1672.0,7752.0,118.9
2002-02-18,380.0,7765.0,118.88
2002-02-19,3.0,7754.0,119.2
2002-02-20,5000.0,7444.0,118.35
2002-02-21,3059.0,8706.0,119.04
2002-02-22,480.0,8675.0,119.26
2002-02-25,2384.0,7978.0,118.61
2002-02-26,342.0,7871.0,119.05
2002-02-27,1386.0,8435.0,120.0
2002-02-28,516.0,8266.0,119.75
2002-03-01,723.0,8050.0,119.44
2002-03-04,911.0,8196.0,119.55
2002-03-05,1141.0,7879.0,118.85
2002-03-06,1220.0,7493.0,118.65
2002-03-07,3091.0,6685.0,117.35
2002-03-08,5655.0,4792.0,117.31
2002-03-11,2316.0,4619.0,117.92
2002-03-12,961.0,3858.0,117.9
2002-03-13,1286.0,3017.0,118.3
2002-03-14,557.0,2483.0,117.59
2002-03-15,1173.0,1370.0,117.0
2002-03-18,225.0,1143.0,117.64
2002-03-19,5.0,1138.0,118.0
2002-03-20,445.0,5581.0,118.24
2002-03-21,705.0,5629.0,117.62
2002-03-22,626.0,5727.0,118.13
2002-03-25,1221.0,5613.0,118.54
2002-03-26,214.0,5635.0,118.6
2002-03-27,663.0,5702.0,118.63
2002-03-28,729.0,5912.0,118.86
2002-04-01,758.0,5893.0,118.95
2002-04-02,4231.0,8245.0,118.45
2002-04-03,1293.0,8825.0,118.21
2002-04-04,1001.0,8646.0,117.92
2002-04-05,3887.0,7188.0,118.24
2002-04-08,1052.0,7369.0,118.18
2002-04-09,1402.0,6945.0,118.65
2002-04-10,1567.0,7442.0,117.82
2002-04-11,775.0,7475.0,117.95
2002-04-12,660.0,7604.0,117.92
2002-04-15,530.0,7652.0,117.8
2002-04-16,198.0,7657.0,117.95
2002-04-17,2656.0,8063.0,117.4
2002-04-18,4189.0,9079.0,116.69
2002-04-19,1357.0,9524.0,116.63
2002-04-22,926.0,8763.0,116.82
2002-04-23,529.0,8631.0,116.91
2002-04-24,600.0,8580.0,116.84
2002-04-25,1924.0,10162.0,116.16
2002-04-26,2133.0,10864.0,115.65
2002-04-29,2629.0,11810.0,115.25
2002-04-30,1004.0,11898.0,115.13
2002-05-01,2960.0,12668.0,115.34
2002-05-02,1609.0,12558.0,114.65
2002-05-03,1403.0,12258.0,115.05
2002-05-06,1978.0,11501.0,114.08
2002-05-07,1165.0,12046.0,113.65
2002-05-08,1683.0,11941.0,114.36
2002-05-09,2433.0,10864.0,115.0
2002-05-10,534.0,10696.0,114.2
2002-05-13,810.0,10487.0,113.95
2002-05-14,1818.0,10013.0,114.83
2002-05-15,1746.0,9227.0,115.35
2002-05-16,729.0,9188.0,114.38
2002-05-17,1000.0,9186.0,113.94
2002-05-20,1193.0,9043.0,113.24
2002-05-21,1021.0,9390.0,113.38
2002-05-22,789.0,9334.0,112.87
2002-05-23,1011.0,9197.0,112.63
2002-05-24,1241.0,9359.0,113.07
2002-05-27,463.0,9430.0,113.1
2002-05-28,1.0,9406.0,112.92
2002-05-29,1041.0,9294.0,112.25
2002-05-30,1549.0,9216.0,111.51
2002-05-31,2654.0,7831.0,111.46
2002-06-03,1532.0,7561.0,112.0
2002-06-04,467.0,7460.0,110.87
2002-06-05,754.0,7323.0,111.3
2002-06-06,2597.0,5895.0,111.8
2002-06-07,1186.0,5530.0,110.7
2002-06-10,2428.0,3962.0,111.4
2002-06-11,2240.0,2428.0,111.06
2002-06-12,1013.0,1845.0,110.81
2002-06-13,252.0,1724.0,111.15
2002-06-14,404.0,1504.0,111.02
2002-06-17,237.0,1356.0,110.97
2002-06-18,321.0,1297.0,111.28
2002-06-19,944.0,11574.0,110.5
2002-06-20,1724.0,10934.0,110.11
2002-06-21,1747.0,10308.0,109.3
2002-06-24,1588.0,10339.0,108.62
2002-06-25,2561.0,9657.0,108.63
2002-06-26,1551.0,9990.0,106.8
2002-06-27,2214.0,10052.0,107.24
2002-06-28,1670.0,10024.0,106.75
2002-07-01,1237.0,10394.0,106.32
2002-07-02,1251.0,10298.0,107.26
2002-07-03,847.0,10315.0,107.43
2002-07-04,497.0,10394.0,107.85
2002-07-05,107.0,10377.0,108.18
2002-07-08,481.0,10675.0,106.9
2002-07-09,760.0,10270.0,106.58
2002-07-10,745.0,10265.0,105.97
2002-07-11,716.0,10183.0,106.57
2002-07-12,888.0,10184.0,106.6
2002-07-15,668.0,10076.0,105.8
2002-07-16,1794.0,9944.0,105.09
2002-07-17,970.0,9996.0,104.34
2002-07-18,1174.0,9936.0,104.9
2002-07-19,313.0,9909.0,104.12
2002-07-22,558.0,9954.0,104.65
2002-07-23,820.0,9972.0,106.25
2002-07-24,2246.0,9203.0,106.68
2002-07-25,1153.0,9238.0,105.59
2002-07-26,598.0,9164.0,105.65
2002-07-29,722.0,9031.0,106.93
2002-07-30,1659.0,8709.0,107.52
2002-07-31,506.0,8672.0,107.3
2002-08-01,966.0,8863.0,107.82
2002-08-02,1041.0,8547.0,107.05
2002-08-05,518.0,8563.0,107.32
2002-08-06,581.0,8574.0,108.15
2002-08-07,1063.0,8312.0,108.82
2002-08-08,1098.0,8158.0,108.2
2002-08-09,1046.0,8138.0,108.68
2002-08-12,228.0,8169.0,107.9
2002-08-13,447.0,8216.0,107.78
2002-08-14,533.0,8122.0,106.65
2002-08-15,858.0,8277.0,107.4
2002-08-16,797.0,7997.0,107.14
2002-08-19,266.0,8001.0,106.77
2002-08-20,615.0,7926.0,107.75
2002-08-21,425.0,7824.0,107.06
2002-08-22,319.0,7801.0,107.57
2002-08-23,319.0,7789.0,108.5
2002-08-26,585.0,7622.0,108.26
2002-08-27,382.0,7520.0,107.52
2002-08-28,1256.0,7862.0,107.06
2002-08-29,451.0,7926.0,106.94
2002-08-30,1256.0,8314.0,106.6
2002-09-02,827.0,8344.0,106.87
2002-09-03,11.0,8241.0,106.53
2002-09-04,2370.0,9189.0,105.75
2002-09-05,1430.0,8614.0,105.7
2002-09-06,2825.0,6337.0,106.25
2002-09-09,1571.0,5275.0,107.09
2002-09-10,3079.0,2480.0,106.83
2002-09-11,1452.0,1461.0,107.57
2002-09-12,296.0,1172.0,107.52
2002-09-13,262.0,960.0,107.11
2002-09-16,469.0,637.0,108.42
2002-09-17,152.0,486.0,109.29
2002-09-18,1110.0,8127.0,108.9
2002-09-19,771.0,7996.0,107.9
2002-09-20,1103.0,7976.0,107.73
2002-09-23,500.0,7957.0,107.99
2002-09-24,466.0,7963.0,108.45
2002-09-25,634.0,8085.0,107.63
2002-09-26,596.0,8023.0,108.14
2002-09-27,508.0,8036.0,108.13
2002-09-30,196.0,8014.0,107.5
2002-10-01,1625.0,8285.0,107.18
2002-10-02,593.0,8224.0,107.7
2002-10-03,613.0,8095.0,107.38
2002-10-04,331.0,8126.0,107.38
2002-10-07,1056.0,8201.0,108.18
2002-10-08,2167.0,7843.0,107.97
2002-10-09,1221.0,7916.0,108.28
2002-10-10,1029.0,7667.0,107.36
2002-10-11,1052.0,7816.0,107.53
2002-10-14,408.0,7886.0,107.37
2002-10-15,19.0,7871.0,107.64
2002-10-16,2278.0,8374.0,107.95
2002-10-17,274.0,8387.0,108.25
2002-10-18,2812.0,9464.0,108.84
2002-10-21,604.0,9496.0,108.68
2002-10-22,855.0,9309.0,108.74
2002-10-23,2621.0,8696.0,108.23
2002-10-24,240.0,8650.0,108.35
2002-10-25,444.0,8541.0,107.97
2002-10-28,344.0,8486.0,108.45
2002-10-29,7538.0,10269.0,107.33
2002-10-30,2654.0,10245.0,107.4
2002-10-31,771.0,10756.0,107.1
2002-11-01,2934.0,11812.0,106.75
2002-11-04,2597.0,13240.0,106.27
2002-11-05,993.0,13811.0,106.09
2002-11-06,1234.0,14276.0,106.4
2002-11-07,1328.0,14339.0,105.8
2002-11-08,2573.0,15220.0,105.08
2002-11-11,2949.0,17366.0,104.8
2002-11-12,27.0,17347.0,104.95
2002-11-13,3909.0,18709.0,104.91
2002-11-14,772.0,18812.0,105.31
2002-11-15,412.0,18705.0,105.53
2002-11-18,961.0,19200.0,105.25
2002-11-19,323.0,19066.0,105.24
2002-11-20,2398.0,17973.0,105.88
2002-11-21,878.0,17612.0,105.9
2002-11-22,1708.0,16572.0,105.8
2002-11-25,1266.0,15787.0,106.4
2002-11-26,1236.0,15230.0,106.69
2002-11-27,548.0,15146.0,106.62
2002-11-28,1596.0,14335.0,106.84
2002-11-29,103.0,14332.0,106.71
2002-12-02,882.0,14862.0,106.65
2002-12-03,4923.0,12882.0,106.5
2002-12-04,1823.0,12142.0,106.1
2002-12-05,1171.0,11743.0,106.18
2002-12-06,609.0,11396.0,106.1
2002-12-09,4106.0,11370.0,105.18
2002-12-10,4361.0,7672.0,105.35
2002-12-11,2935.0,4723.0,105.45
2002-12-12,3124.0,2118.0,105.15
2002-12-13,928.0,1461.0,104.42
2002-12-16,1010.0,1054.0,103.92
2002-12-17,161.0,920.0,103.95
2002-12-18,3282.0,21158.0,104.15
2002-12-19,1390.0,21164.0,104.11
2002-12-20,1180.0,21183.0,104.03
2002-12-23,439.0,20975.0,103.62
2002-12-24,1297.0,20449.0,103.92
2002-12-26,540.0,20591.0,103.35
2002-12-27,877.0,20506.0,103.22
2002-12-30,627.0,20675.0,102.9
2002-12-31,2017.0,19344.0,102.55
2003-01-02,821.0,19186.0,102.72
2003-01-03,3277.0,19244.0,103.37
2003-01-06,877.0,19411.0,102.61
2003-01-07,1017.0,19650.0,102.69
2003-01-08,948.0,19882.0,102.9
2003-01-09,1043.0,19794.0,102.0
2003-01-10,721.0,19831.0,102.23
2003-01-13,999.0,19814.0,101.8
2003-01-14,479.0,19847.0,101.71
2003-01-15,517.0,19841.0,101.75
2003-01-16,699.0,19805.0,101.56
2003-01-17,642.0,19684.0,101.1
2003-01-20,597.0,19613.0,100.96
2003-01-21,13.0,19589.0,101.2
2003-01-22,1004.0,19586.0,100.46
2003-01-23,496.0,19527.0,100.41
2003-01-24,908.0,19341.0,99.9
2003-01-27,1753.0,19482.0,99.45
2003-01-28,1081.0,19494.0,100.0
2003-01-29,1367.0,19745.0,99.26
2003-01-30,1055.0,19615.0,99.78
2003-01-31,2000.0,19174.0,99.67
2003-02-03,1482.0,19069.0,100.47
2003-02-04,1353.0,19131.0,99.78
2003-02-05,1252.0,19416.0,99.02
2003-02-06,2479.0,19110.0,99.86
2003-02-07,492.0,19041.0,100.05
2003-02-10,1553.0,18728.0,99.86
2003-02-11,1930.0,17835.0,100.7
2003-02-12,1788.0,17092.0,100.57
2003-02-13,1052.0,16715.0,100.2
2003-02-14,1709.0,16903.0,99.72
2003-02-17,1147.0,16917.0,100.7
2003-02-18,20.0,16917.0,100.38
2003-02-19,530.0,16272.0,100.46
2003-02-20,311.0,16352.0,100.08
2003-02-21,1330.0,16791.0,99.73
2003-02-24,1241.0,16519.0,100.24
2003-02-25,1001.0,16436.0,99.7
2003-02-26,1203.0,16236.0,100.11
2003-02-27,456.0,16310.0,99.68
2003-02-28,1974.0,15387.0,100.08
2003-03-03,2151.0,14223.0,99.77
2003-03-04,3209.0,14220.0,98.92
2003-03-05,2700.0,15156.0,98.41
2003-03-06,2461.0,14569.0,98.41
2003-03-07,1430.0,14886.0,98.1
2003-03-10,4552.0,11132.0,97.98
2003-03-11,6084.0,5502.0,98.03
2003-03-12,2184.0,3610.0,98.0
2003-03-13,1883.0,2228.0,98.92
2003-03-14,1165.0,1791.0,99.5
2003-03-17,832.0,1622.0,99.32
2003-03-18,123.0,1569.0,101.38
2003-03-19,1914.0,11288.0,101.51
2003-03-20,1201.0,10929.0,101.51
2003-03-21,1539.0,11314.0,101.72
2003-03-24,1482.0,10958.0,101.89
2003-03-25,2131.0,10397.0,101.46
2003-03-26,1536.0,10565.0,101.23
2003-03-27,379.0,10482.0,100.95
2003-03-28,642.0,10451.0,101.06
2003-03-31,4322.0,8943.0,100.4
2003-04-01,2119.0,9027.0,99.34
2003-04-02,928.0,9150.0,99.17
2003-04-03,1377.0,9237.0,100.5
2003-04-04,800.0,9193.0,100.43
2003-04-07,495.0,9068.0,101.25
2003-04-08,1063.0,9043.0,101.04
2003-04-09,882.0,8980.0,100.79
2003-04-10,2004.0,9229.0,100.5
2003-04-11,1002.0,9187.0,100.2
2003-04-14,960.0,9050.0,100.65
2003-04-15,738.0,9063.0,100.33
2003-04-16,554.0,9072.0,100.22
2003-04-17,1183.0,9472.0,99.32
2003-04-21,2788.0,10443.0,99.5
2003-04-22,1232.0,10373.0,99.89
2003-04-23,2665.0,11552.0,99.11
2003-04-24,946.0,11288.0,99.12
2003-04-25,1210.0,11709.0,98.45
2003-04-28,1013.0,11798.0,98.56
2003-04-29,1533.0,11985.0,98.92
2003-04-30,2057.0,12753.0,98.22
2003-05-01,5527.0,16070.0,97.4
2003-05-02,1760.0,16380.0,96.84
2003-05-05,1556.0,17186.0,97.0
2003-05-06,430.0,17260.0,96.42
2003-05-07,2282.0,17438.0,95.45
2003-05-08,2361.0,17638.0,95.85
2003-05-09,3385.0,16435.0,95.26
2003-05-12,760.0,16539.0,94.73
2003-05-13,890.0,16300.0,94.77
2003-05-14,725.0,16344.0,94.85
2003-05-15,461.0,16296.0,94.88
2003-05-16,1063.0,16337.0,95.47
2003-05-19,1900.0,17444.0,93.63
2003-05-20,2114.0,17122.0,93.92
2003-05-21,1204.0,17225.0,93.16
2003-05-22,1066.0,16775.0,93.85
2003-05-23,562.0,16677.0,93.76
2003-05-27,666.0,16649.0,92.7
2003-05-28,1047.0,16414.0,93.12
2003-05-29,1031.0,16327.0,93.62
2003-05-30,1394.0,16305.0,92.55
2003-06-02,1387.0,16120.0,93.81
2003-06-03,1964.0,15658.0,93.47
2003-06-04,2131.0,14862.0,93.64
2003-06-05,395.0,14238.0,93.99
2003-06-06,1438.0,14147.0,92.55
2003-06-09,2555.0,12595.0,93.55
2003-06-10,6970.0,7318.0,93.54
2003-06-11,2618.0,5205.0,93.62
2003-06-12,1260.0,4104.0,93.08
2003-06-13,1188.0,2952.0,92.85
2003-06-16,1281.0,1887.0,92.16
2003-06-17,137.0,1790.0,92.89
2003-06-18,1963.0,16377.0,93.06
2003-06-19,3258.0,15032.0,93.6
2003-06-20,2008.0,14861.0,93.65
2003-06-23,1890.0,14425.0,94.51
2003-06-24,4286.0,13058.0,94.51
2003-06-25,1476.0,12560.0,94.89
2003-06-26,2082.0,12518.0,94.68
2003-06-27,2459.0,11459.0,95.4
2003-06-30,3610.0,13419.0,95.49
2003-07-01,1734.0,13170.0,94.9
2003-07-02,2268.0,12876.0,94.65
2003-07-03,967.0,13139.0,94.48
2003-07-04,575.0,13237.0,96.08
2003-07-07,1.0,13225.0,95.42
2003-07-08,5609.0,10560.0,95.88
2003-07-09,2061.0,10330.0,96.08
2003-07-10,1459.0,10134.0,95.9
2003-07-11,998.0,9927.0,95.87
2003-07-14,553.0,9972.0,96.36
2003-07-15,1117.0,9533.0,96.4
2003-07-16,2540.0,9264.0,97.26
2003-07-17,2024.0,9526.0,96.88
2003-07-18,1059.0,9603.0,96.98
2003-07-21,2866.0,10747.0,97.02
2003-07-22,938.0,10122.0,96.51
2003-07-23,1177.0,10140.0,96.62
2003-07-24,3437.0,10814.0,95.46
2003-07-25,927.0,10823.0,95.51
2003-07-28,1922.0,10572.0,95.25
2003-07-29,818.0,10487.0,95.39
2003-07-30,640.0,10400.0,95.7
2003-07-31,1563.0,10182.0,96.32
2003-08-01,1559.0,9946.0,97.1
2003-08-04,1062.0,9970.0,96.77
2003-08-05,581.0,9969.0,96.4
2003-08-06,542.0,9592.0,95.99
2003-08-07,1170.0,9656.0,96.45
2003-08-08,981.0,9685.0,95.93
2003-08-11,907.0,9483.0,96.54
2003-08-12,694.0,9630.0,96.0
2003-08-13,466.0,9531.0,96.56
2003-08-14,507.0,9551.0,96.27
2003-08-15,726.0,9783.0,96.82
2003-08-18,211.0,9693.0,96.71
2003-08-19,920.0,9682.0,97.51
2003-08-20,1561.0,10043.0,97.49
2003-08-21,777.0,10038.0,97.59
2003-08-22,1504.0,9927.0,98.7
2003-08-25,3426.0,9893.0,99.07
2003-08-26,577.0,9916.0,99.4
2003-08-27,1071.0,9803.0,99.04
2003-08-28,502.0,9944.0,99.08
2003-08-29,489.0,9834.0,98.8
2003-09-01,838.0,9871.0,98.08
2003-09-02,90.0,9755.0,98.51
2003-09-03,1049.0,10007.0,99.08
2003-09-04,914.0,9930.0,98.93
2003-09-05,1053.0,9536.0,98.2
2003-09-08,3002.0,8705.0,97.24
2003-09-09,3409.0,6483.0,97.38
2003-09-10,2410.0,5110.0,96.42
2003-09-11,665.0,4640.0,96.6
2003-09-12,755.0,4117.0,96.62
2003-09-15,210.0,4008.0,96.05
2003-09-16,2954.0,1049.0,96.52
2003-09-17,2508.0,9709.0,97.06
2003-09-18,2380.0,10851.0,96.28
2003-09-19,3262.0,10879.0,96.28
2003-09-22,2517.0,11695.0,94.15
2003-09-23,3128.0,13603.0,94.4
2003-09-24,1232.0,14517.0,94.54
2003-09-25,1679.0,15301.0,94.11
2003-09-26,1497.0,15279.0,94.19
2003-09-29,2028.0,15675.0,94.24
2003-09-30,1724.0,15764.0,93.26
2003-10-01,5914.0,18463.0,93.11
2003-10-02,1548.0,19128.0,92.71
2003-10-03,1644.0,19251.0,92.8
2003-10-06,2462.0,19185.0,93.51
2003-10-07,1274.0,19314.0,92.63
2003-10-08,1278.0,19019.0,92.2
2003-10-09,910.0,19063.0,91.91
2003-10-10,1956.0,19318.0,92.32
2003-10-13,996.0,19310.0,92.17
2003-10-14,97.0,19266.0,92.34
2003-10-15,2343.0,20282.0,92.09
2003-10-16,1223.0,19973.0,92.86
2003-10-17,2095.0,19472.0,92.91
2003-10-20,1474.0,19595.0,92.27
2003-10-21,1326.0,19462.0,92.84
2003-10-22,481.0,19543.0,92.55
2003-10-23,4679.0,21994.0,91.48
2003-10-24,1699.0,22408.0,91.52
2003-10-27,1075.0,22777.0,91.61
2003-10-28,1128.0,22253.0,91.9
2003-10-29,2624.0,21340.0,92.19
2003-10-30,855.0,21419.0,92.13
2003-10-31,3174.0,20191.0,92.46
2003-11-03,3283.0,19163.0,92.86
2003-11-04,4196.0,17665.0,93.87
2003-11-05,1891.0,17857.0,93.55
2003-11-06,953.0,17783.0,93.86
2003-11-07,4168.0,15661.0,94.14
2003-11-10,2469.0,15920.0,93.32
2003-11-11,1226.0,15689.0,93.35
2003-11-12,92.0,15600.0,93.17
2003-11-13,4769.0,17227.0,92.38
2003-11-14,1372.0,17750.0,91.65
2003-11-17,2451.0,17689.0,91.14
2003-11-18,4415.0,19931.0,91.82
2003-11-19,4462.0,21880.0,90.38
2003-11-20,2568.0,22254.0,90.81
2003-11-21,1709.0,22933.0,90.78
2003-11-24,5847.0,18603.0,90.74
2003-11-25,2227.0,18319.0,91.63
2003-11-26,829.0,17949.0,91.54
2003-11-27,1637.0,18106.0,90.83
2003-11-28,262.0,17993.0,90.61
2003-12-01,1482.0,18244.0,90.15
2003-12-02,1734.0,18601.0,90.46
2003-12-03,1301.0,18705.0,89.71
2003-12-04,788.0,18368.0,89.54
2003-12-05,1626.0,18015.0,89.8
2003-12-08,4151.0,15073.0,89.23
2003-12-09,5187.0,10271.0,88.8
2003-12-10,5355.0,5501.0,89.18
2003-12-11,2851.0,3568.0,89.09
2003-12-12,1346.0,2929.0,88.85
2003-12-15,620.0,2470.0,88.89
2003-12-16,19.0,2453.0,88.84
2003-12-17,634.0,18917.0,88.81
2003-12-18,1549.0,19602.0,88.29
2003-12-19,1763.0,19298.0,88.33
2003-12-22,674.0,19466.0,88.54
2003-12-23,913.0,19422.0,88.41
2003-12-24,385.0,19248.0,88.3
2003-12-26,5213.0,23118.0,87.8
2003-12-29,941.0,23890.0,88.07
2003-12-30,655.0,23778.0,87.72
2003-12-31,2805.0,21793.0,87.27
2004-01-02,4154.0,20024.0,87.1
2004-01-05,3027.0,20043.0,86.75
2004-01-06,2397.0,20278.0,86.34
2004-01-07,2523.0,21105.0,86.19
2004-01-08,1746.0,21330.0,86.55
2004-01-09,2351.0,21379.0,85.84
2004-01-12,1728.0,21026.0,85.32
2004-01-13,1461.0,20681.0,85.94
2004-01-14,1875.0,20545.0,85.54
2004-01-15,1941.0,20369.0,86.39
2004-01-16,2571.0,19498.0,86.73
2004-01-19,5742.0,18345.0,87.93
2004-01-20,106.0,18204.0,87.67
2004-01-21,3947.0,16870.0,86.9
2004-01-22,1270.0,16251.0,86.44
2004-01-23,2417.0,15885.0,86.05
2004-01-26,2604.0,15706.0,86.94
2004-01-27,1745.0,15588.0,87.39
2004-01-28,2890.0,15649.0,86.47
2004-01-29,2658.0,15369.0,87.63
2004-01-30,3138.0,15804.0,87.81
2004-02-02,1307.0,15935.0,87.44
2004-02-03,1266.0,15785.0,87.66
2004-02-04,2224.0,16414.0,87.04
2004-02-05,2062.0,15425.0,87.07
2004-02-06,1740.0,15398.0,86.96
2004-02-09,2311.0,15980.0,86.42
2004-02-10,962.0,16135.0,86.12
2004-02-11,1957.0,16665.0,86.1
2004-02-12,2109.0,17341.0,85.2
2004-02-13,724.0,17163.0,85.35
2004-02-16,8194.0,22524.0,85.58
2004-02-17,261.0,21951.0,85.27
2004-02-18,1063.0,22104.0,84.98
2004-02-19,3018.0,22113.0,85.79
2004-02-20,2046.0,21583.0,85.69
2004-02-23,7162.0,18806.0,87.35
2004-02-24,4201.0,15995.0,86.96
2004-02-25,2133.0,15910.0,86.25
2004-02-26,1667.0,15557.0,87.35
2004-02-27,5808.0,14872.0,87.74
2004-03-01,1441.0,14772.0,87.11
2004-03-02,1788.0,14856.0,87.62
2004-03-03,7136.0,12534.0,89.05
2004-03-04,2005.0,11965.0,89.15
2004-03-05,3328.0,11073.0,89.21
2004-03-08,3615.0,9355.0,88.23
2004-03-09,2576.0,7251.0,87.88
2004-03-10,3835.0,6280.0,88.5
2004-03-11,2829.0,4361.0,88.98
2004-03-12,410.0,4079.0,88.84
2004-03-15,1245.0,3847.0,89.16
2004-03-17,80.0,8764.0,89.0
2004-03-18,1095.0,8843.0,89.0
2004-03-19,5078.0,9026.0,88.06
2004-03-22,775.0,8977.0,88.61
2004-03-23,1477.0,9127.0,88.12
2004-03-24,1582.0,8620.0,87.95
2004-03-25,4582.0,9819.0,89.31
2004-03-26,1211.0,10417.0,89.28
2004-03-29,1642.0,9958.0,89.27
2004-03-30,2769.0,8838.0,88.81
2004-03-31,1197.0,8808.0,88.81
2004-04-01,8139.0,13614.0,87.9
2004-04-02,6536.0,16012.0,87.56
2004-04-05,5664.0,15464.0,88.94
2004-04-06,4796.0,13347.0,89.58
2004-04-07,1684.0,12626.0,88.94
2004-04-08,1650.0,12523.0,88.71
2004-04-12,789.0,12663.0,89.25
2004-04-13,457.0,12533.0,89.25
2004-04-14,7263.0,12033.0,90.2
2004-04-15,2235.0,10788.0,90.56
2004-04-16,2895.0,10921.0,90.35
2004-04-19,2007.0,11458.0,90.02
2004-04-20,1283.0,10778.0,90.16
2004-04-21,1543.0,10326.0,91.24
2004-04-22,1896.0,10223.0,91.63
2004-04-23,656.0,10188.0,90.91
2004-04-26,751.0,10179.0,91.59
2004-04-27,1220.0,10414.0,90.94
2004-04-28,1330.0,10148.0,90.65
2004-04-29,1616.0,10095.0,91.48
2004-04-30,2593.0,9584.0,90.83
2004-05-03,1922.0,9764.0,90.81
2004-05-04,1643.0,9553.0,91.02
2004-05-05,4804.0,8911.0,89.97
2004-05-06,4061.0,8968.0,89.58
2004-05-07,1530.0,9137.0,90.13
2004-05-10,3156.0,9454.0,91.39
2004-05-11,7419.0,13461.0,91.84
2004-05-12,2668.0,13682.0,91.73
2004-05-13,2334.0,13071.0,91.45
2004-05-14,3012.0,11836.0,92.25
2004-05-17,1687.0,12024.0,91.81
2004-05-18,3308.0,10859.0,91.11
2004-05-19,2041.0,11172.0,91.37
2004-05-20,1958.0,10882.0,90.72
2004-05-21,1074.0,10872.0,91.0
2004-05-24,2760.0,10386.0,90.6
2004-05-25,1001.0,10283.0,90.67
2004-05-26,3952.0,8566.0,89.93
2004-05-27,1081.0,8895.0,89.91
2004-05-28,7890.0,8810.0,88.75
2004-06-01,1800.0,9065.0,88.72
2004-06-02,1671.0,9584.0,88.91
2004-06-03,2197.0,9582.0,88.99
2004-06-04,1343.0,9444.0,88.98
2004-06-07,2620.0,8678.0,88.45
2004-06-08,5880.0,6169.0,88.33
2004-06-09,2400.0,5216.0,88.54
2004-06-10,3987.0,3704.0,89.71
2004-06-11,807.0,3221.0,90.0
2004-06-14,5.0,2986.0,90.18
2004-06-16,705.0,8147.0,89.43
2004-06-17,2168.0,7615.0,90.45
2004-06-18,1241.0,8067.0,90.09
2004-06-21,2589.0,8498.0,89.33
2004-06-22,385.0,8352.0,89.5
2004-06-23,963.0,8464.0,89.65
2004-06-24,1911.0,8545.0,89.8
2004-06-25,1767.0,8870.0,89.09
2004-06-28,713.0,9028.0,89.2
2004-06-29,2338.0,9216.0,89.01
2004-06-30,3914.0,9857.0,89.65
2004-07-01,2711.0,10750.0,89.07
2004-07-02,2314.0,11449.0,89.19
2004-07-05,7204.0,12681.0,88.49
2004-07-06,691.0,13202.0,88.41
2004-07-07,2050.0,13217.0,88.47
2004-07-08,1859.0,12729.0,87.9
2004-07-09,1025.0,13282.0,87.82
2004-07-12,966.0,13556.0,87.46
2004-07-13,1212.0,13579.0,87.61
2004-07-14,2977.0,14296.0,88.05
2004-07-15,2183.0,15126.0,87.83
2004-07-16,798.0,15200.0,88.12
2004-07-19,2258.0,15981.0,87.25
2004-07-20,1304.0,16376.0,87.3
2004-07-21,1762.0,15923.0,88.0
2004-07-22,5144.0,15006.0,88.63
2004-07-23,1522.0,15048.0,88.52
2004-07-26,2162.0,14055.0,89.42
2004-07-27,1390.0,14295.0,89.25
2004-07-28,5867.0,12949.0,89.88
2004-07-29,2223.0,12607.0,89.96
2004-07-30,3161.0,12279.0,90.1
2004-08-02,1984.0,12267.0,89.98
2004-08-03,1169.0,12058.0,89.97
2004-08-04,723.0,12186.0,89.7
2004-08-05,2032.0,12128.0,89.76
2004-08-06,595.0,12153.0,89.88
2004-08-09,4557.0,12105.0,88.5
2004-08-10,836.0,12025.0,88.51
2004-08-11,1103.0,11965.0,88.86
2004-08-12,777.0,11859.0,88.95
2004-08-13,1337.0,11806.0,88.96
2004-08-16,3989.0,11691.0,87.91
2004-08-17,1133.0,12326.0,88.0
2004-08-18,2227.0,12954.0,88.09
2004-08-19,639.0,13071.0,88.14
2004-08-20,866.0,13347.0,87.82
2004-08-23,1412.0,13316.0,88.28
2004-08-24,1780.0,12705.0,89.16
2004-08-25,2589.0,12202.0,89.47
2004-08-26,1033.0,11928.0,89.49
2004-08-27,986.0,12202.0,89.35
2004-08-30,2880.0,12096.0,89.9
2004-08-31,1781.0,11696.0,89.67
2004-09-01,2552.0,12103.0,89.0
2004-09-02,916.0,12127.0,88.86
2004-09-03,1050.0,11737.0,88.93
2004-09-06,1834.0,11406.0,89.55
2004-09-07,589.0,11446.0,89.45
2004-09-08,6861.0,7989.0,89.33
2004-09-09,1922.0,7051.0,88.7
2004-09-10,773.0,6710.0,88.57
2004-09-13,1237.0,5847.0,88.3
2004-09-15,167.0,11621.0,88.72
2004-09-16,3034.0,10467.0,89.42
2004-09-17,1297.0,11025.0,88.98
2004-09-20,821.0,10613.0,89.22
2004-09-21,454.0,10709.0,89.2
