Date,USD Futures-Volume,USD Futures-Prev. Day Open Interest,USD Futures-Open
1987-03-02,2123.0,1586.0,99.37
1987-03-03,619.0,1561.0,99.48
1987-03-04,614.0,1432.0,99.37
1987-03-05,1248.0,1035.0,99.85
1987-03-06,1595.0,888.0,99.34
1987-03-09,1133.0,897.0,99.84
1987-03-10,774.0,964.0,100.1
1987-03-11,725.0,862.0,100.08
1987-03-12,1549.0,775.0,100.13
1987-03-13,783.0,807.0,99.86
1987-03-16,808.0,622.0,99.25
1987-03-17,765.0,414.0,98.72
1987-03-18,1810.0,0.0,98.87
1987-03-19,0.0,3363.0,99.45
1987-03-20,1238.0,3381.0,99.3
1987-03-23,174.0,3665.0,98.69
1987-03-24,1041.0,3573.0,98.1
1987-03-25,1124.0,3566.0,98.45
1987-03-26,891.0,3258.0,98.88
1987-03-27,1863.0,3580.0,98.4
1987-03-30,649.0,2876.0,97.53
1987-03-31,2485.0,2610.0,97.76
1987-04-01,1434.0,2496.0,98.22
1987-04-02,1100.0,2536.0,98.6
1987-04-03,1435.0,2556.0,98.0
1987-04-06,1371.0,2744.0,98.21
1987-04-07,880.0,2667.0,97.98
1987-04-08,820.0,2255.0,98.8
1987-04-09,549.0,2150.0,98.27
1987-04-10,1739.0,2663.0,96.96
1987-04-13,2530.0,2641.0,97.2
1987-04-14,435.0,2315.0,96.9
1987-04-15,1758.0,2247.0,97.25
1987-04-16,731.0,2554.0,97.57
1987-04-20,1020.0,2596.0,97.33
1987-04-21,351.0,2591.0,97.04
1987-04-22,892.0,2698.0,97.68
1987-04-23,745.0,2780.0,97.44
1987-04-24,2068.0,3022.0,96.29
1987-04-27,2486.0,2932.0,95.5
1987-04-28,1527.0,3129.0,96.04
1987-04-29,2094.0,3000.0,96.58
1987-04-30,1271.0,3108.0,96.07
1987-05-01,2825.0,3143.0,96.09
1987-05-04,2186.0,3007.0,95.71
1987-05-05,1434.0,3281.0,95.15
1987-05-06,2053.0,2896.0,95.45
1987-05-07,1406.0,2889.0,95.45
1987-05-08,1336.0,2920.0,95.84
1987-05-11,1624.0,2556.0,96.46
1987-05-12,1052.0,2693.0,96.09
1987-05-13,1228.0,2567.0,96.4
1987-05-14,667.0,2669.0,96.23
1987-05-15,967.0,3355.0,95.84
1987-05-18,2059.0,3618.0,95.59
1987-05-19,837.0,3421.0,95.88
1987-05-20,1395.0,3303.0,95.28
1987-05-21,1526.0,3432.0,95.82
1987-05-22,801.0,3432.0,95.64
1987-05-26,1358.0,3221.0,96.82
1987-05-27,1892.0,2817.0,98.09
1987-05-28,2177.0,2082.0,97.65
1987-05-29,1955.0,1583.0,97.85
1987-06-01,1757.0,1838.0,98.4
1987-06-02,1307.0,2123.0,97.63
1987-06-03,3423.0,1405.0,97.13
1987-06-04,1521.0,1163.0,97.71
1987-06-05,1458.0,1166.0,97.42
1987-06-08,784.0,1438.0,96.86
1987-06-09,1579.0,1360.0,96.74
1987-06-10,817.0,1490.0,96.1
1987-06-11,656.0,1480.0,96.45
1987-06-12,129.0,1452.0,96.65
1987-06-15,176.0,1288.0,97.84
1987-06-16,711.0,1571.0,97.71
1987-06-17,143.0,667.0,98.07
1987-06-18,358.0,2937.0,98.27
1987-06-19,741.0,3179.0,98.54
1987-06-22,1531.0,3378.0,98.88
1987-06-23,2329.0,3135.0,99.27
1987-06-24,1641.0,3245.0,98.32
1987-06-25,2577.0,3200.0,98.67
1987-06-26,909.0,3184.0,98.65
1987-06-29,901.0,3228.0,98.85
1987-06-30,326.0,3250.0,98.91
1987-07-01,1763.0,3345.0,98.47
1987-07-02,834.0,3513.0,98.79
1987-07-06,663.0,3300.0,99.38
1987-07-07,1024.0,3427.0,99.22
1987-07-08,744.0,3642.0,99.71
1987-07-09,1232.0,3653.0,99.16
1987-07-10,971.0,3859.0,99.64
1987-07-13,669.0,3803.0,99.7
1987-07-14,1373.0,3695.0,99.57
1987-07-15,650.0,3177.0,99.85
1987-07-16,2734.0,3379.0,98.97
1987-07-17,1005.0,2989.0,99.95
1987-07-20,2433.0,3048.0,100.11
1987-07-21,813.0,3096.0,100.1
1987-07-22,869.0,3006.0,100.18
1987-07-23,843.0,2913.0,99.91
1987-07-24,1111.0,2899.0,99.77
1987-07-27,710.0,3007.0,99.58
1987-07-28,671.0,2693.0,100.07
1987-07-29,985.0,2743.0,99.89
1987-07-30,512.0,2861.0,100.01
1987-07-31,1078.0,2958.0,99.78
1987-08-03,1198.0,3109.0,99.93
1987-08-04,2233.0,2660.0,100.83
1987-08-05,1551.0,2695.0,100.94
1987-08-06,918.0,2825.0,101.04
1987-08-07,1084.0,2820.0,101.11
1987-08-10,1113.0,3330.0,101.55
1987-08-11,1416.0,3238.0,101.63
1987-08-12,1052.0,3105.0,101.71
1987-08-13,834.0,3119.0,101.37
1987-08-14,922.0,3190.0,101.63
1987-08-17,1697.0,3188.0,100.72
1987-08-18,622.0,2880.0,99.44
1987-08-19,2739.0,2706.0,99.05
1987-08-20,1954.0,2749.0,98.32
1987-08-21,1576.0,2354.0,98.03
1987-08-24,1658.0,2348.0,97.77
1987-08-25,909.0,2305.0,97.63
1987-08-26,1461.0,2351.0,98.27
1987-08-27,1137.0,2246.0,97.55
1987-08-28,1551.0,2530.0,97.64
1987-08-31,1036.0,2448.0,97.41
1987-09-01,528.0,2357.0,97.13
1987-09-02,1713.0,1674.0,96.91
1987-09-03,2030.0,1215.0,96.54
1987-09-04,1299.0,638.0,96.41
1987-09-08,1505.0,597.0,96.4
1987-09-09,584.0,605.0,96.26
1987-09-10,741.0,366.0,96.97
1987-09-11,965.0,261.0,96.96
1987-09-14,942.0,244.0,97.37
1987-09-15,450.0,153.0,97.32
1987-09-16,344.0,0.0,97.09
1987-09-17,42.0,2651.0,97.72
1987-09-18,756.0,2628.0,97.11
1987-09-21,550.0,2763.0,97.35
1987-09-22,1634.0,2783.0,97.81
1987-09-23,915.0,2896.0,98.22
1987-09-24,1835.0,2806.0,97.81
1987-09-25,663.0,2787.0,97.91
1987-09-28,393.0,3135.0,98.0
1987-09-29,1555.0,3209.0,98.75
1987-09-30,1625.0,3146.0,98.65
1987-10-01,1528.0,3032.0,98.91
1987-10-02,891.0,3410.0,98.78
1987-10-05,1244.0,3247.0,98.98
1987-10-06,1218.0,3073.0,98.42
1987-10-07,1477.0,3449.0,97.99
1987-10-08,1784.0,3451.0,97.76
1987-10-09,1276.0,3481.0,97.22
1987-10-12,868.0,3758.0,97.24
1987-10-13,1198.0,4006.0,97.6
1987-10-14,841.0,4211.0,97.6
1987-10-15,2246.0,4329.0,96.51
1987-10-16,2421.0,4361.0,96.58
1987-10-19,869.0,4384.0,95.46
1987-10-20,1337.0,1111.0,96.57
1987-10-21,4727.0,760.0,96.95
1987-10-22,1117.0,887.0,97.42
1987-10-23,804.0,932.0,97.08
1987-10-26,1403.0,912.0,95.39
1987-10-27,866.0,829.0,95.61
1987-10-28,1224.0,804.0,94.45
1987-10-29,1683.0,796.0,93.79
1987-10-30,1896.0,923.0,94.29
1987-11-02,1972.0,1027.0,93.4
1987-11-03,2569.0,1409.0,92.57
1987-11-04,2244.0,1535.0,92.78
1987-11-05,2090.0,1511.0,92.27
1987-11-06,3010.0,1595.0,91.37
1987-11-09,2165.0,1306.0,91.0
1987-11-10,3748.0,1524.0,90.19
1987-11-11,3426.0,1573.0,90.82
1987-11-12,1267.0,1520.0,91.38
1987-11-13,3567.0,1435.0,92.03
1987-11-16,1957.0,1685.0,92.95
1987-11-17,3069.0,1629.0,92.06
1987-11-18,1644.0,1671.0,92.25
1987-11-19,2232.0,1779.0,91.2
1987-11-20,2588.0,1895.0,90.98
1987-11-23,4487.0,1867.0,90.76
1987-11-24,1404.0,1856.0,91.5
1987-11-25,1232.0,1846.0,90.86
1987-11-27,1059.0,1937.0,90.25
1987-11-30,1312.0,1791.0,89.16
1987-12-01,2010.0,1081.0,90.05
1987-12-02,3085.0,895.0,89.9
1987-12-03,1703.0,915.0,89.69
1987-12-04,2000.0,779.0,89.84
1987-12-07,1694.0,747.0,90.5
1987-12-08,1132.0,748.0,90.47
1987-12-09,467.0,481.0,90.1
1987-12-10,1007.0,353.0,90.2
1987-12-11,1824.0,247.0,88.53
1987-12-14,1057.0,301.0,88.18
1987-12-15,549.0,264.0,88.29
1987-12-16,630.0,0.0,88.5
1987-12-17,159.0,0.0,89.6
1987-12-18,0.0,0.0,90.24
1987-12-21,0.0,0.0,90.02
1987-12-22,0.0,3269.0,88.57
1987-12-23,1313.0,3449.0,88.8
1987-12-24,896.0,3459.0,88.53
1987-12-28,249.0,3504.0,87.11
1987-12-29,1598.0,3600.0,86.7
1987-12-30,2071.0,3614.0,86.96
1987-12-31,625.0,3448.0,85.85
1988-01-04,881.0,3964.0,86.1
1988-01-05,2387.0,3422.0,87.65
1988-01-06,5062.0,3171.0,89.89
1988-01-07,4228.0,3005.0,88.98
1988-01-08,2199.0,3224.0,89.71
1988-01-11,1372.0,2985.0,88.8
1988-01-12,1765.0,3428.0,88.7
1988-01-13,1710.0,3326.0,88.13
1988-01-14,1750.0,3350.0,88.71
1988-01-15,622.0,3342.0,88.48
1988-01-18,1775.0,3344.0,90.85
1988-01-19,846.0,3428.0,90.82
1988-01-20,1423.0,3603.0,89.78
1988-01-21,1863.0,3520.0,89.7
1988-01-22,1110.0,4290.0,89.98
1988-01-25,1587.0,4447.0,90.12
1988-01-26,889.0,4712.0,90.2
1988-01-27,1325.0,4702.0,90.32
1988-01-28,656.0,4135.0,89.93
1988-01-29,2190.0,3898.0,90.36
1988-02-01,1500.0,4128.0,91.01
1988-02-02,1385.0,3799.0,90.95
1988-02-03,977.0,3870.0,90.8
1988-02-04,1936.0,4092.0,91.1
1988-02-05,1610.0,3842.0,90.87
1988-02-08,1633.0,3938.0,91.43
1988-02-09,950.0,4275.0,91.49
1988-02-10,1830.0,4396.0,90.92
1988-02-11,777.0,4027.0,90.9
1988-02-12,1057.0,3874.0,91.47
1988-02-16,1688.0,4114.0,92.02
1988-02-17,1837.0,4064.0,91.86
1988-02-18,630.0,4038.0,91.51
1988-02-19,1402.0,4635.0,91.58
1988-02-22,1675.0,4738.0,91.35
1988-02-23,1454.0,4431.0,90.83
1988-02-24,1106.0,4189.0,90.84
1988-02-25,1692.0,4255.0,91.09
1988-02-26,288.0,3584.0,90.61
1988-02-29,926.0,2114.0,90.52
1988-03-01,2969.0,1820.0,90.59
1988-03-02,1264.0,2274.0,90.86
1988-03-03,1440.0,2234.0,90.9
1988-03-04,122.0,1656.0,90.87
1988-03-07,984.0,1798.0,90.23
1988-03-08,1482.0,1923.0,89.57
1988-03-09,830.0,1595.0,89.48
1988-03-10,601.0,1235.0,89.45
1988-03-11,584.0,1117.0,89.15
1988-03-14,115.0,1074.0,88.8
1988-03-15,115.0,1048.0,89.2
1988-03-16,71.0,0.0,89.25
1988-03-17,802.0,2149.0,89.8
1988-03-18,2114.0,2166.0,90.63
1988-03-21,615.0,2222.0,90.44
1988-03-22,1409.0,2277.0,90.45
1988-03-23,562.0,2592.0,90.44
1988-03-24,696.0,3058.0,89.97
1988-03-25,2993.0,3176.0,89.75
1988-03-28,747.0,3341.0,88.9
1988-03-29,793.0,3178.0,88.85
1988-03-30,1083.0,2969.0,88.93
1988-03-31,3016.0,3503.0,88.45
1988-04-04,2593.0,3357.0,88.24
1988-04-05,1160.0,3349.0,88.74
1988-04-06,564.0,3052.0,88.95
1988-04-07,1284.0,3120.0,89.6
1988-04-08,538.0,3254.0,89.33
1988-04-11,2594.0,3071.0,89.82
1988-04-12,1054.0,2974.0,89.79
1988-04-13,889.0,4923.0,90.02
1988-04-14,3732.0,5210.0,90.04
1988-04-15,3000.0,5174.0,88.41
1988-04-18,341.0,4911.0,88.34
1988-04-19,523.0,4607.0,88.45
1988-04-20,798.0,4603.0,88.3
1988-04-21,539.0,5247.0,88.48
1988-04-22,1163.0,5220.0,88.82
1988-04-25,560.0,5235.0,88.9
1988-04-26,550.0,5247.0,88.79
1988-04-27,711.0,5249.0,89.12
1988-04-28,780.0,5235.0,88.89
1988-04-29,963.0,5201.0,88.71
1988-05-02,991.0,5217.0,89.38
1988-05-03,1637.0,4669.0,89.15
1988-05-04,1182.0,4230.0,89.38
1988-05-05,1608.0,3702.0,89.19
1988-05-06,885.0,3688.0,89.16
1988-05-09,545.0,3690.0,89.13
1988-05-10,744.0,3702.0,89.06
1988-05-11,498.0,3955.0,88.96
1988-05-12,2083.0,3952.0,89.16
1988-05-13,570.0,3870.0,89.08
1988-05-16,689.0,3863.0,89.25
1988-05-17,417.0,4030.0,89.3
1988-05-18,1661.0,3554.0,90.17
1988-05-19,1621.0,2931.0,89.81
1988-05-20,416.0,2884.0,89.98
1988-05-23,203.0,2482.0,89.99
1988-05-24,1142.0,2356.0,89.79
1988-05-25,607.0,2444.0,89.96
1988-05-26,850.0,2372.0,90.06
1988-05-27,548.0,2519.0,90.27
1988-05-31,1559.0,2553.0,90.75
1988-06-01,868.0,2509.0,90.84
1988-06-02,623.0,2494.0,91.35
1988-06-03,643.0,2487.0,91.1
1988-06-06,225.0,2418.0,91.07
1988-06-07,105.0,2386.0,90.74
1988-06-08,204.0,2346.0,90.69
1988-06-09,738.0,2306.0,90.85
1988-06-10,270.0,2276.0,90.55
1988-06-13,27.0,2271.0,90.84
1988-06-14,49.0,4766.0,90.89
1988-06-15,3027.0,4684.0,92.15
1988-06-16,1034.0,4596.0,91.83
1988-06-17,854.0,4581.0,92.1
1988-06-20,238.0,4593.0,92.2
1988-06-21,467.0,5499.0,92.3
1988-06-22,2541.0,4905.0,93.02
1988-06-23,2567.0,4779.0,93.85
1988-06-24,1530.0,4667.0,94.15
1988-06-27,2034.0,4641.0,95.62
1988-06-28,2780.0,4580.0,94.51
1988-06-29,1911.0,4887.0,95.74
1988-06-30,3589.0,4511.0,95.7
1988-07-01,2444.0,4717.0,95.9
1988-07-05,1529.0,5611.0,95.97
1988-07-06,2778.0,5533.0,95.57
1988-07-07,1070.0,4304.0,95.13
1988-07-08,2679.0,5018.0,95.54
1988-07-11,2032.0,5422.0,96.33
1988-07-12,2183.0,4979.0,96.33
1988-07-13,509.0,5062.0,96.29
1988-07-14,584.0,4450.0,96.56
1988-07-15,1325.0,4168.0,97.04
1988-07-18,1495.0,4340.0,98.62
1988-07-19,1204.0,4279.0,97.2
1988-07-20,1768.0,4204.0,96.69
1988-07-21,1248.0,4271.0,95.93
1988-07-22,1317.0,3816.0,95.27
1988-07-25,2689.0,4618.0,95.93
1988-07-26,1910.0,4430.0,96.6
1988-07-27,1051.0,4946.0,97.47
1988-07-28,1813.0,5012.0,96.37
1988-07-29,828.0,4566.0,97.22
1988-08-01,704.0,4716.0,97.47
1988-08-02,1538.0,4574.0,97.12
1988-08-03,2222.0,4536.0,97.49
1988-08-04,1384.0,4706.0,97.52
1988-08-05,985.0,4477.0,97.58
1988-08-08,1051.0,3845.0,98.49
1988-08-09,2195.0,3708.0,98.23
1988-08-10,1796.0,4099.0,99.29
1988-08-11,3348.0,4082.0,98.58
1988-08-12,1734.0,4258.0,98.0
